,Unnamed: 0,Id,Dirección,Precio,Precio original,Precio actual,Cambio precio,Número cambios precio,Habitaciones,M2,Descripción,Días en venta,Localidad,Fecha,Mes,Tags
4116,68,/inmueble/108556182/,Chalet adosado en Pilas,200000,,,,,2,70," ¡magnífica vivienda con piscina en el corazón de pilas!¿buscas un hogar cómodo, moderno y listo para entrar a vivir? ¡esta es tu oportunidad! te presentamos esta encantadora vivienda totalmente en planta baja, ubicada en una parcela de 180 m² en pleno centro de pilas. la casa cuenta con 70 m² útiles distribuidos",1,Pilas,2025-10-11,Octubre,No
4117,69,/inmueble/108747117/,"Chalet pareado en Avenida el Aljarafe, 64, Pilas",170000,,,,,3,380,"piso ocupado sin posibilidad de visita ¡oportunidad para inversores!descubre esta amplia y versátil propiedad situada en una zona residencial tranquila del municipio de pilas. esta vivienda ofrece una combinación ideal de gran superficie construida, distribución práctica y ubicación estratégica, pensada para quienes",1,Pilas,2025-10-11,Octubre,ocupada ilegalmente
4118,70,/inmueble/107893659/,"Piso en Calle Zorrilla, Pilas",56000,,,,,3,95,"venta credito hipotecarioactivo sin posesion.compra del crédito en ejecución hipotecaria, compra al contado, no se puede financiar, compra el crédito avalado por esta magnifica vivienda con ascensor y piscina comunitaria, puedes obtener una gran rentabilidad.no se puede visitar el interior del inmueble por su situa",1,Pilas,2025-10-11,Octubre,No
4119,71,/inmueble/108895955/,"Chalet adosado en Calle Lope de Vega, Pilas",118500,,,,,2,120,"¡descubre tu nuevo hogar en el corazón de pilas! esta espectacular casa adosado de 120 m² construidos te ofrece todo lo que necesitas para disfrutar de la vida en pilas. con un diseño completamente exterior, cuenta con 2 amplias habitaciones y baño en planta baja, ideal para mayor comodidad. la luminosidad del salón-co",1,Pilas,2025-10-11,Octubre,No
4120,72,/inmueble/105862552/,"Casa o chalet independiente en Calle Menéndez Pidal, 71, Pilas",60000,,,,,3,120,"casa en venta en pilas, sevilla.se encuentra en la calle virgen de guadalupe.actualmente se encuentra en la zona más valorada del pueblo.junto al parque municipal, a dos minutos a pie del centro de salud, mercadona, bares, comercios.la casa da para dos calles.dispone de salón grande, 3 habitaciones, cocina y b",1,Pilas,2025-10-11,Octubre,No
4121,73,/inmueble/100968714/,"Chalet adosado en Calle Amelia de Vilallonga, 19, Pilas",99000,,,,,4,245,"casa en pleno centro de pilas para hacer una casa nuevaexcelente oportunidad para construirse una casa nueva a su gusto en pleno centro de pilas, a pocos metros del ayuntamiento y de la plaza mayorla casa tiene actualmente 245m2 construidos sobre una parcela de 195m2presenta en la actualidad 3 puertas a la calle, lo",1,Pilas,2025-10-11,Octubre,No
4122,74,/inmueble/109483237/,"Casa o chalet independiente en Cardenal Espinola, 3, Pilas",80000,,,,,3,120,necesita algunas reformas. pozo en el patio.,1,Pilas,2025-10-11,Octubre,No
4123,75,/inmueble/109245795/,"Chalet adosado en Calle Juan Valdés Leal, Pilas",114900,,,,,3,128,"te presentamos esta fantástica vivienda de dos plantas, pensada para disfrutar con tu familia en un entorno tranquilo y bien comunicado.en la planta baja encontrarás un amplio salón–comedor con salida directa a una acogedora terraza, perfecta para disfrutar del aire libre. además, dispone de un aseo de cortesía y una",1,Pilas,2025-10-11,Octubre,No
4124,76,/inmueble/109040073/,Chalet en Pilas,171500,,,,,4,202,"se vende cómoda casa de una planta, con salida a dos calles y con un total de 202m2 construidos sobre una parcela de 228m2. excelente ubicación, ya que se encuentra a escasos minutos andando del centro de salud, clínica dental, parque, colegio, parada de autobuses, supermercados como mercadona y aldi.. .la vivienda f",1,Pilas,2025-10-11,Octubre,No
4125,77,/inmueble/109045517/,Chalet en Pilas,140500,,,,,3,86,"se vende casa adosada lista para entrar a vivir sin necesidad de reformar. luminosa gracias a los grandes ventanales y ubicada junto al ies virgen de la soledad.consta de dos plantas distribuidas de la siguiente manera:- planta baja con patio delantero, recibidor con armario/despensa, aseo, alegre y amplio salón com",1,Pilas,2025-10-11,Octubre,No
4126,78,/inmueble/109163474/,Chalet en Pilas,85990,,,,,3,138,"en exclusiva con remax finanbank presentamos esta finca rústica de 1.700 m² de parcela y 138 m² construidos, ubicada en una excelente zona, muy próxima al núcleo urbano de pilas, con acceso directo desde carretera asfaltada.la finca se encuentra completamente vallada y delimitada con setos de tuyas, lo que garantiza",1,Pilas,2025-10-11,Octubre,No
4127,79,/inmueble/109334526/,"Piso en Calle Tartessos, 47, Pilas",75000,,,,,2,51,"piso céntrico, se vende amueblado con lavadora y frigorífico.",1,Pilas,2025-10-11,Octubre,No
4128,80,/inmueble/109417514/,"Estudio en marqués de santillana, 21, Pilas",80000,,,,,63,63,"piso luminoso, consta de salón con cocina equipada, baño completo, isla, 1habitación con armario empotrado, ventanas aluminio blanco, suelo laminado y mármol, piscina comunitaria, trastero y parking, balcón amplio con vistas a piscina, para entrar a vivir. amplia zona comunitaria, céntrico.",1,Pilas,2025-10-11,Octubre,No
4129,81,/inmueble/108292322/,"Piso en Calle Sorolla, Pilas",113000,,,,,2,120,"**piso en venta en calle sorolla, pilas**¡descubre tu nuevo hogar en la encantadora calle sorolla, pilas! este espectacular piso es perfecto para familias que buscan comodidad y calidad de vida. situado a solo 200 metros del supermercado cash fresh, tendrás todo lo necesario a tu alcance. la ubicación es ideal, con g",1,Pilas,2025-10-11,Octubre,No
4130,82,/inmueble/106141165/,"Casa o chalet independiente en dehesa, 13, Pilas",117000,,,,,2,108,"“chalet o casa independiente, pilas”¿quieres una casa cómoda, lista para vivir y donde puedas mudarte de inmediato?bienvenido a villa sueño, un rincón de paraíso en las afueras de pilas donde le espera su gran jardín de 500 m2 ajardinado y arbolado, y una hermosa piscina de 24 m2 filtrada por un nuevo motor de pisc",1,Pilas,2025-10-11,Octubre,No
4131,83,/inmueble/107360491/,"Finca rústica en Camino del Baldío, Pilas",490000,,,,,4,200,"blf-pilasblock ofrecebonita finca de recreo en pilas, zona d paso de hermandades en peregrinación al rocio, 8.000 m2 de terreno, construidos una vivienda de 200m2, distribuidas en 4 dormitorios, dos baños, salón con chimenea, cocina, porches, piscina, jardín, parque infantil, olivar de regadío, la finca se encuentra",1,Pilas,2025-10-11,Octubre,No
4132,84,/inmueble/102396280/,"Piso en Avenida el Aljarafe, 15, Pilas",78000,,,,,1,65,"mantenimiento muy económico, zona muy tranquila y cerca de todos los serviciosposee escrituras y libre de cargas ideal como inversión de alquiler.",1,Pilas,2025-10-11,Octubre,No
4133,85,/inmueble/84843915/,"Chalet adosado en Avenida Portugal, 24, Pilas",164900,,,,,4,169,"casa adosada en esquina de 2 plantas y 169m2, con 4 habitaciones (3 superior y 1 inferior), 2 baños completos (uno con ducha y otro con bañera), amplia cocina, sala, comedor, espacio de lavandería, amplia plaza de garaje, patio frontal y trasero, con rejas, aire acondicionado/calefacción.",1,Pilas,2025-10-11,Octubre,No
4134,86,/inmueble/109493433/,"Piso en D, 1 D, Pilas",56000,,,,,3,80,sin descripción,1,Pilas,2025-10-11,Octubre,No
4135,87,/inmueble/109455690/,"Piso en Calle Picasso, 31, Pilas",87000,,,,,2,70,"se vende piso de 2 habitaciones, ascensor, cochera y trastero. está nuevo. zona céntrica y tranquila. tiene 2 aires acondicionados en salón y dormitorio principal. ventanas climalit con mosquiteras.",1,Pilas,2025-10-11,Octubre,No
4136,88,/inmueble/93562065/,"Chalet adosado en Calle de la Granaina, 9, Pilas",220000,,,,,3,180,sin descripción,1,Pilas,2025-10-11,Octubre,No
4137,89,/inmueble/109172853/,Casa o chalet independiente en Pilas,170000,,,,,2,118,"encantador chalet en venta en pilas, con un diseño rústico en buen estado y completamente amueblado. cuenta con 2 dormitorios, 1 baño y una amplia terraza para disfrutar de las vistas al entorno natural. con fácil acceso a la carretera, este acogedor hogar se encuentra en una zona rural tranquila y apacible. ideal para",1,Pilas,2025-10-11,Octubre,No
4138,90,/inmueble/108112485/,"Chalet adosado en Juan Valdés Leal, 14, Pilas",115000,,,,,3,128,"la casa actualmente se encuentra en situación de alquiler y este termina el 31 de julio, fecha a partir de la cual quedará libre ya que éstos se marchan, dicho ésto los que estéis interesados en verla sólo tienen que ponerse en contacto conmigo para acordar una cita.",1,Pilas,2025-10-11,Octubre,No
4139,91,/inmueble/105611104/,"Piso en Calle Párroco Vicente Moya, 9, Pilas",149000,,,,,2,115,"magnífico piso en zona centro con garaje y trastero. muy luminoso y aireado, con patio de uso exclusivo. totalmente amueblado, con aire acondicionado/calefacción. calentador eléctrico de última generación (bajo consumo). amplio salón con posibilidad de ampliar una habitación más en la vivienda. particular.",1,Pilas,2025-10-11,Octubre,alquilada
4140,92,/inmueble/109453511/,"Ático en Plaza Belén, 3, Pilas",160000,,,,,3,135,"fantástico ático en pleno centro de pilas, cerca de todos los servicios esenciales. 3 habitaciones, dos baños, cocina y terraza con fantásticas vistas. dispone de garaje y trastero muy amplio.",1,Pilas,2025-10-11,Octubre,No
4141,93,/inmueble/106562729/,"Casa de pueblo en Calle Blanca Medina, 3, Pilas",65000,,,,,3,79,se vende vivienda en la zona de la cruz en pilas (sevilla). da a dos calles: blanca medina número 3 y paseo de la independencia número 2. posee 97 metros cuadrados aproximadamente.,1,Pilas,2025-10-11,Octubre,No
4142,94,/inmueble/101038050/,"Casa o chalet independiente en Calle Obispo Jesús Domínguez, 19, Pilas",101000,,,,,2,224,"casa con parcela grande en una inmejorable ubicación en pleno el centro del pueblo. comunica con dos calles, teniendo la entrada a la vivienda por una calle y la salida del garaje por la otra. tiene un zaguán, tres salas, cocina, una despensa, dos dormitorios, un baño, un aseo, un almacén, dos patios unidos con un pozo",1,Pilas,2025-10-11,Octubre,No
4143,95,/inmueble/107800594/,"Casa de pueblo en Niño Dios de las Carreritas, 3, Pilas",150000,,,,,4,294,casa del año 1900 en el centro de la localidad.,1,Pilas,2025-10-11,Octubre,No
4144,0,/inmueble/108884569/,"Chalet adosado en Urbanización El Alambique, s/n, Pilas",187900,,,,,4,146,"premiere servicios inmobiliarios presenta en exclusiva esta espectacular casa adosada en la urbanización el alambique, por su gran encanto y su inmejorable construcción.esta casa consta de 3 plantas, con una fachada de 5,63 y de fondo 17,39 m2.en la primera planta tiene construida 76 m2, encontramos un recibidor, u",1,Pilas,2025-10-12,Octubre,No
4145,1,/inmueble/107940259/,Casa o chalet independiente en Pilas,315000,,,,,5,241,"gran oportunidad de vivir en un gran chalet rodeado de vegetación, naturaleza, vistas despejadas y tranquilidad!estupendo chalet de una planta en parcela rustica de 2.500m2el chalet se distribuye en una sola planta, muy cómodo y se encuentra muy bien distribuido.un amplio porche de entrada nos abre paso. en su in",1,Pilas,2025-10-12,Octubre,No
4146,2,/inmueble/104568551/,Cortijo en Pilas,250000,,,,,4,500,"magnífica finca situada en la carretera pilas -villamanrique, a pie de carretera. justo a la salida del pueblo, junto polígono los ventolinescuenta con 2,5 hectáreas aproximadamente, 2 hectáreas de olivos con aproximadamente 320 olivos, y aproximadamente 3.000 m2 de viñas con más de 2.000 cepas. pozo legalizado.la",1,Pilas,2025-10-12,Octubre,cortijo
4147,3,/inmueble/105841745/,Casa o chalet independiente en Pilas,260000,,,,,4,285,"precioso chalet independiente de esquina en una de las mejores zonas de pilas, muy cerca de la piscina cubierta.el inmueble dispone de 285m2 construidos totales distribuidos en dos plantas más espectacular sótano y azotea.un bonito patio delantero nos abre paso.al entrar, un amplio hall nos distribuye la planta b",1,Pilas,2025-10-12,Octubre,luminoso
4148,4,/inmueble/106124758/,Casa o chalet independiente en Pilas,174900,,,,,3,165,"amplia casa de pueblo en pilas, muy cerca de la plaza de la constitución, con fachada hacia dos calles.la vivienda dispone de 165 m² construidos distribuidos en dos plantas y se sitúa sobre una parcela de 301 m².esta propiedad es perfecta para aquellos que buscan amplitud y comodidad.la planta baja se distribuye",1,Pilas,2025-10-12,Octubre,No
4149,5,/inmueble/106139861/,"Chalet adosado en Calle Lope de Vega, Pilas",190000,,,,,3,208,"credit home aljarafe real estate ofrece magnífica casa reformada en pilas.el inmueble cuenta con 208 metros cuadrados construidos, distribuidos en dos plantas de la siguiente manera:en planta baja tiene hall de entrada con acceso a un gran comedor en el cual se encuentran las escaleras a la planta superior. cuenta",1,Pilas,2025-10-12,Octubre,No
4150,6,/inmueble/106161529/,"Chalet adosado en Calle Magallanes, Pilas",145000,,,,,3,124,"financiamos hasta el 100%ménzel, asesores inmobiliarios, te presenta esta espectacular casa adosada ubicada en una de las mejores urbanizaciones de pilas, ideal para quienes buscan comodidad, luminosidad y una excelente ubicación.con un diseño moderno y funcional, esta vivienda se distribuye en dos plantas, ofreci",1,Pilas,2025-10-12,Octubre,No
4151,7,/inmueble/109341986/,"Chalet adosado en Calle Juan Valdés Leal, Pilas",115000,,,,,3,128,"casa adosada de 2 plantas en pilas, ideal para disfrutar de comodidad y tranquilidad cerca de sevilla.la planta baja ofrece un amplio salón-comedor con acceso directo a una pequeña terraza, cocina amueblada y con electrodomésticos con office y patio trasero para reuniones o barbacoas. también cuenta con un aseo para",1,Pilas,2025-10-12,Octubre,No
4152,8,/inmueble/108785375/,"Chalet adosado en Calle Vicente Aleixandre, Pilas",129000,,,,,4,215,"una casa con historia, con arte… y con espacio para todo menos para excusas.si estás hart@ de ver casas clónicas, con alma de catálogo y cero personalidad… para el scroll aquí mismo. porque esta vivienda adosada no solo tiene metros, tiene carácter. y del bueno. ubicada en una zona tranquila, donde el único ruido",1,Pilas,2025-10-12,Octubre,No
4153,9,/inmueble/104737024/,"Chalet adosado en Calle Cristóbal Colón, 3, Pilas",80000,,,,,4,142,"credit home aljarafe real estate le ofrece adosado en pilas.el inmueble está pendiente de terminar, dispone de dos salones, tres habitaciones, dos cuartos de baño, cocina independiente y terraza.ubicada en las proximidades de la clínica cardiología aljarafe y del organismo provincial de asistencia económica y fisca",1,Pilas,2025-10-12,Octubre,No
4154,10,/inmueble/108265697/,"Chalet adosado en Avenida Reina de las Marismas, Pilas",250000,,,,,6,201,"¡te presentamos una espectacular vivienda de 201 m² construidos en pilas, sevilla!esta hermosa casa de dos plantas, con plaza de garaje y azotea, es perfecta para quienes buscan comodidad y espacio en una de las zonas más demandadas actualmente del aljarafe.al entrar, te recibe un recibidor de gran belleza arquit",1,Pilas,2025-10-12,Octubre,No
4155,11,/inmueble/108493712/,"Chalet adosado en Avenida Juan Carlos I, Pilas",90000,,,,,3,140,"credit home real estate le ofrece adosado en pilas.la vivienda tiene una superficie construida según catastro de 140 m2.la casa se encuentra distribuida en dos plantas que se distribuyen de la siguiente manera:planta baja: hall de entrada, salón-comedor, un dormitorio, cocina independiente, cuarto de baño y un ga",1,Pilas,2025-10-12,Octubre,No
4156,12,/inmueble/109472303/,"Casa o chalet independiente en POLíGONO 19 Paraje 83 La Dehesa, Pilas",99900,,,,,2,65,"se vende chalet independiente en parcela de 500 m², una vivienda perfecta para quienes buscan tranquilidad, comodidad y un estilo de vida rodeado de espacios abiertos. situado en pilas, a pocos minutos de sevilla capital, este chalet ofrece todas las prestaciones para entrar a vivir y disfrutar desde el primer día.ca",1,Pilas,2025-10-12,Octubre,No
4157,13,/inmueble/108335032/,Chalet adosado en Pilas,130000,,,,,3,118,"se vende estupenda vivienda ubicada en el municipio de pilas, en una zona privilegiada muy cerca del centro, de un centro comercial y rodeada de plazas, ideal para familias con hijos.la casa se encuentra en muy buenas condiciones y se distribuye de la siguiente manera: 3 dormitorios (uno de ellos en planta baja)",1,Pilas,2025-10-12,Octubre,No
4158,14,/inmueble/108695826/,"Chalet adosado en Calle Blanca Medina, Pilas",63000,,,,,3,83,"credit home real estate le ofrece adosado a reformar en pilas.la vivienda tiene una superficie construida según catastro de 83 m2. cuenta con una sola planta y está distribuida de la siguiente manera:al acceder a la casa tenemos el hall de entrada, dos habitaciones a cada lado del pasillo, salón comedor, cocina ind",1,Pilas,2025-10-12,Octubre,No
4159,15,/inmueble/106699672/,"Casa o chalet independiente en La dehesa, Pilas",117000,,,,,2,113,"credit home real estate le ofrece venta de chalet rústico en pilas.cuenta con 113 metros cuadrados construidos, de los cuales aproximadamente 65 m2 son de vivienda y el resto destinado a otros usos.casa en planta baja con salón con chimenea y aire acondicionado, cocina americana, dos habitaciones, baño completo con",1,Pilas,2025-10-12,Octubre,No
4160,16,/inmueble/109172866/,Chalet en Pilas,160000,,,,,4,127,"se vende hermosa casa en pilas, con una excelente ubicación y acabados de primera calidad. esta propiedad cuenta con 4 dormitorios amplios, 2 baños completos, una terraza perfecta para disfrutar del aire libre, y un garaje para un vehículo. con 104.87 m2 útiles y 127 m2 construidos, esta casa a estrenar ofrece un espac",1,Pilas,2025-10-12,Octubre,No
4161,17,/inmueble/106985421/,"Casa o chalet independiente en Calle de los Gorriones, Pilas",68000,,,,,2,154,"presentamos una propiedad en construcción de 154 m² sobre un solar de 100 m² que dispone de estructura en bruto con instalaciones de luz y agua ya realizadas y totalmente habilitada para construir dos plantas, con escalera instalada. como elementos adicionales incluye rejas y balcones listos para continuar la obra.es",1,Pilas,2025-10-12,Octubre,No
4162,18,/inmueble/109034670/,"Casa de pueblo en Calle de la Soleá, Pilas",99000,,,,,2,171,"vivienda en venta en pilaspropiedad de fondo de inversión, sin costes de intermediación para el comprador.vivienda tipo dúplex, en planta primera sin ascensor. la planta primera se destina a salón-cocina con acceso a patio y un dormitorio muy luminoso con dos grandes ventanales. la planta alta se distribuye en dos d",1,Pilas,2025-10-12,Octubre,No
4163,19,/inmueble/109506664/,Piso en Pilas,78000,,,,,1,65,"piso en venta en el centro de pilas – 78.000 €bonito piso de 65 m² situado en pleno centro de pilas, listo para entrar a vivir. la vivienda cuenta con una habitación amplia, un baño completo, y una cocina americana integrada en un acogedor salón con acceso a terraza privada, ideal para disfrutar del aire libre.el e",1,Pilas,2025-10-12,Octubre,No
4164,20,/inmueble/109496415/,Piso en Pilas,75000,,,,,2,62,"'oportunidad de inversión y como primera vivienda. bonito piso en pilas, es una primera planta sin ascensor, con unas posibilidades únicas. consta de 2 habitaciones, una de matrimonio y la otra tipo junior, un acogedor salón, cocina y baño. te preguntas que tiene de especial? su propio solarium de uso y disfrute privat",1,Pilas,2025-10-12,Octubre,No
4165,21,/inmueble/109223227/,"Finca rústica en Camino de la ventura, Pilas",125000,,,,,4,180,"**finca rústica en venta en camino del rocío, pilas - sevilla**descubre esta maravillosa finca rústica ubicadaen el encantador camino del rocío, a pocos minutos de pilas y sevilla. con una amplia parcela de 2.500 metros cuadrados, esta propiedad ofrece un espacio ideal para disfrutar de la tranquilidad del campo. l",1,Pilas,2025-10-12,Octubre,No
4166,22,/inmueble/109368346/,Chalet adosado en Pilas,79900,,,,,2,108,"casa adosada de dos plantas, con una superficie construida de 108 m² y una parcela de 68 m², ofrece un sinfín de posibilidades para crear el hogar de tus sueños. en la planta baja, te recibe un acogedor recibidor que da paso a un comedor y un salón, ideal para disfrutar de momentos en familia. la cocina, funcional y pr",1,Pilas,2025-10-12,Octubre,No
4167,23,/inmueble/108669657/,Chalet en Pilas,148000,,,,,3,90,"¡descubre tu nuevo hogar! esta impresionante casa adosada a estrenar es la oportunidad perfecta para disfrutar de la vida en un entorno moderno y cómodo. con una construcción en una sola planta, ofrece un diseño funcional que maximiza el espacio. el amplio salón es ideal para relajarse o recibir a amigos y familiares,",1,Pilas,2025-10-12,Octubre,No
4168,24,/inmueble/108799775/,Casa o chalet independiente en Pilas,170000,,,,,4,202,"se vende una chalet ubicado en la urbanización cantarrana, a solo 1 km de pilas. esta encantadora propiedad cuenta con un porche de entrada que te da la bienvenida a un amplio salón con una acogedora chimenea. la cocina abierta te permite disfrutar de una mayor interacción mientras cocinas. en el lateral de la casa, en",1,Pilas,2025-10-12,Octubre,No
4169,25,/inmueble/108300441/,Chalet adosado en Pilas,120000,,,,,3,86,"te presentamos esta encantadora vivienda adosada construida en 2005, situada en una zona tranquila del municipio de pilas. con una distribución cómoda y funcional, es ideal como primera residencia. superficie construida: 86 m² parcela total: 91 m²distribución:planta baja:•amplio salón-comedor con gran lumino",1,Pilas,2025-10-12,Octubre,No
4170,26,/inmueble/109059603/,Chalet adosado en Pilas,42000,,,,,2,70,"atención inversores. vivienda ocupada. no se puede visitar - compra al contado - no se puede financiar.vivienda unifamiliar adosada de 70 m², según catastro, a la venta en pilas, sevilla.muy bien comunicado por carretera (a-49 y a-474) y transporte público. junto a paradas de autobús que conectan con las líneas m-16",1,Pilas,2025-10-12,Octubre,ocupada ilegalmente
4171,27,/inmueble/108816128/,"Casa o chalet independiente en Avenida Alcalde Jesús Calderón Moreno, Pilas",95000,,,,,3,119,"¿buscas una casa con encanto, amplitud y buena ubicación?esta casa de pueblo de 87 m² útiles te ofrece la posibilidad de crear el hogar que siempre has soñado. con estancias amplias, techos altos y gran luminosidad, es ideal para reformar a tu gusto y adaptarla a tu estilo de vida.ubicada en una zona tranquila pe",1,Pilas,2025-10-12,Octubre,No
4172,28,/inmueble/107682573/,"Piso en Calle Marqués de Santillana, Pilas",78000,,,,,1,63,"precioso apartamento/piso de 47 m2 + trastero en el centro de la poblaciónactualmente alquilado. ideal inversores. situado en la población de pilas, a 20 minutos de sevilla capital, con salida a la autovía de sevilla-huelva, y con todos los servicios disponibles: comercios, colegios, transportes públicos, etc.la v",1,Pilas,2025-10-12,Octubre,No
4173,29,/inmueble/107312839/,Chalet en Pilas,70000,,,,,3,97,"ubicada en el corazón de pilas, en una calle muy céntrica, esta estupenda casa ofrece una oportunidad única para quienes buscan una vivienda con gran potencial. su excelente ubicación permite tener al alcance de la mano colegios, parques, supermercados, bancos y centros médicos, garantizando una vida cómoda y accesible",1,Pilas,2025-10-12,Octubre,No
4174,30,/inmueble/106700215/,"Piso en Calle Pizarro, Pilas",63000,,,,,3,90,"oportunidad ininmueble ocupado, no se puede visitar. propio para inversores o vecinos que conozcan el inmueble.sevilla es un municipio y una ciudad de españa, capital de la provincia homónima y de andalucía. 6 contaba con 684 164 habitantes en 2023,7 por lo que es la ciudad más poblada de andalucía, la cuarta de espa",1,Pilas,2025-10-12,Octubre,No
4175,31,/inmueble/103710276/,"Chalet adosado en Calle Mantillos, 2, Pilas",128000,,,,,4,112,"gran oportunidad ( solo podemos atender llamadas tfn)magnifica casa adosada con una ubicación inmejorable, en c/ alferez carlos,a 2 minutos andando de locales comerciales y del centro,la vivienda en plata baja cuenta con amplio salón muy luminoso, 1 dormitorio, 1 baño, amplia cocina, y patio de 50 metros apxen la",1,Pilas,2025-10-12,Octubre,No
4176,32,/inmueble/108799799/,"Finca rústica en Callejón de La Dehesa, Pilas",135000,,,,,3,180,"¡increíble finca rústica en venta! esta parcela de 3300 mts2 está totalmente vallada y cuenta con una puerta metálica de acceso para mayor seguridad. ubicada a solo 1,5 kms del casco urbano de pilas, disfrutarás de un fácil acceso durante todo el año. además, tendrás vecinos colindantes con parcelas similares que habit",1,Pilas,2025-10-12,Octubre,No
4177,33,/inmueble/101284678/,Chalet adosado en Pilas,170000,,,,,3,148,"venta de extraordinaria vivienda en una de las mejores zonas de pilas (aljarafe-sevilla). es una vivienda moderna y con gran diseño. construida con materiales de gran calidad que ha sido reformada por sus actuales dueños, a pesar de ser su construcción de solamente 2006. esta distribuida en dos útiles plantas. al acced",1,Pilas,2025-10-12,Octubre,No
4178,34,/inmueble/109172877/,Piso en Pilas,70000,,,,,3,64,"acogedor apartamento en venta en pilas, pilas, ideal para familias que buscan un hogar moderno y confortable. con 3 dormitorios amplios, 1 baño completo y acabados de primera calidad a estrenar, este inmueble ofrece un espacio luminoso y funcional. con una ubicación cercana al centro, brinda fácil acceso a transporte p",1,Pilas,2025-10-12,Octubre,No
4179,35,/inmueble/108863371/,"Casa o chalet independiente en Calle Tartessos, Pilas",124994,,,,,4,142,"chalet adosado en pilas, sevilla. con 142 m² construidos, distribuidos en dos plantas, esta propiedad ha sido excepcionalmente cuidada a lo largo del tiempo, manteniendo un encanto clásico para entrar a vivir desde el primer día y con una ubicación inmejorable.la planta baja cuenta con un acogedor hall de entrada qu",1,Pilas,2025-10-12,Octubre,No
4180,36,/inmueble/106539598/,Chalet adosado en Pilas,155000,,,,,2,121,"¡estupenda casa de pueblo en venta!descubre esta encantadora casa de pueblo de una sola planta, ubicada en una amplia parcela de 210 m² y con 121 m² construidos. con acceso a dos calles, la puerta principal da a una calle tranquila, mientras que la cochera se encuentra en la parte trasera, brindando comodidad y facil",1,Pilas,2025-10-12,Octubre,No
4181,37,/inmueble/109396677/,"Chalet adosado en Calle Calderón de la Barca, Pilas",102100,,,,,3,99,"oportunidad inversores, activo en venta con rentabilidad, no se puede visitar. actualmente con contrato en alquiler vigente.disponemos de una amplia cartera de inmuebles alquilados y locales en rentabilidad.pilas es una localidad de la comunidad autónoma de andalucía, perteneciente a la provincia de sevilla.sevill",1,Pilas,2025-10-12,Octubre,alquilada
4182,38,/inmueble/101601334/,"Piso en Cristobal Morales, s/n, Pilas",42000,,,,,1,67,"oportunidad de inversión: pendiente de posesión. viviendas en almonte- calle cristobal moralesse venden viviendas situadas en la tranquila localidad de almonte, en calle cristobal morales. estas viviendas cuentan con una superficie que oscila entre los 58 y 62 m2, distribuidos en 2 habitaciones, un amplio salón, cocina",1,Pilas,2025-10-12,Octubre,ocupada ilegalmente
4183,39,/inmueble/109419114/,"Chalet adosado en Av Aljarafe Del, 6, Pilas",129500,,,,,3,277,"¡descubre esta increíble oportunidad en el corazón del pueblo! esta casa adosada, con 277 m² construidos, ofrece un sinfín de posibilidades para aquellos que buscan un proyecto de reforma. ubicada en una excelente zona, rodeada de tres calles, es perfecta tanto para convertirla en un acogedor hogar como para establecer",1,Pilas,2025-10-12,Octubre,No
4184,40,/inmueble/108864934/,Casa o chalet independiente en Pilas,3000000,,,,,4,1775,"finca única para quienes valoran lo excepcionaltener la oportunidad de obtener una finca ecuestre dedicada a la cría y selección de caballos pura raza española durante más de tres décadas de historia, realmente no tiene precio, por sus orígenes y su excelente doma. una yeguada que representa el equilibrio perfecto ent",1,Pilas,2025-10-12,Octubre,lujo
4185,41,/inmueble/109544499/,"Piso en Calle Virgen de Belén, Pilas",69000,,,,,4,98,"piso de 98 m² ubicado en pilas, sevilla. se trata de un piso de 98 m² distribuidos en salón-comedor, cocina, 4 dormitorios y 2 baños. el piso se sitúa en el núcleo urbano de pilas, con buenos accesos a través de la carretera a-474, que conecta directamente con sevilla y otras localidades del aljarafe. la zona dispone d",1,Pilas,2025-10-12,Octubre,No
4186,42,/inmueble/109234055/,"Piso en Calle de la Soleá, 8, Pilas",99000,,,,,3,114,"se vende piso dúplex con entrada independiente desde la calle, ideal para quienes buscan comodidad, espacio y privacidad.en la primera planta encontramos un amplio y luminoso salón, un dormitorio con dos amplios ventanales a la calle que le dan una gran lumunosidad, un baño completo y una cocina independiente con much",1,Pilas,2025-10-12,Octubre,No
4187,43,/inmueble/100283635/,Finca rústica en Pilas,320000,,,,,7,212,"finca de olivos de 14.256 m2 con pozo legalizado, en el término municipal de pilas, unida a sevilla, por la autovía a49 y, por la carretera entre pueblos. muy cerca de la aldea del rocío y la playa de matalascañas, al igual que el coto de doñana.la finca tiene 255 pies, de olivos manzanillos, con riego por goteo, que",1,Pilas,2025-10-12,Octubre,No
4188,44,/inmueble/107939058/,Finca rústica en Pilas,280000,,,,,3,144,"venta de finca rural de 2.524 m2 de terreno, con una construcción principal de 144 m2, completamente nueva y muy bien construida, con materiales de primera calidad, pozo legalizado, piscina, luz eléctrica y varias construcciones destinadas al mundo aviar y perruno.se encuentra a unos 12 kms del rocío.consta de una ún",1,Pilas,2025-10-12,Octubre,No
4189,45,/inmueble/100499357/,"Chalet adosado en Calle Calderón de la Barca, s/n, Pilas",102100,,,,,3,99,"casa adosada con 3 habitaciones en la provincia de sevilla, en el municipio de pilas, en la calle calderon de la barca. con incidencias: inmueble alquilado - no visitable.",1,Pilas,2025-10-12,Octubre,No
